Margaret Atwood	00:00:12	I first met Daryl Hine <sup><a href="https://www.wikidata.org/wiki/Q5226186">w</a></sup> about six years ago in New York <sup><a href="https://www.wikidata.org/wiki/Q60">w</a></sup>, where he was living in the midst of a colony of cockroaches, and on that occasion, he drank me under the table with more ease and urbanity than anybody that's been able to manage since, which is actually a literary comment on the way he writes poetry. It's a pleasure to welcome him back to Montreal <sup><a href="https://www.wikidata.org/wiki/Q340">w</a></sup>, while attending the 'other' university here; before that he lived in Vancouver <sup><a href="https://www.wikidata.org/wiki/Q24639">w</a></sup>, where he was born in 1936, and where he began writing poetry at the age of twelve, and publishing it in such magazines as Northern Review <sup><a href="https://www.wikidata.org/wiki/Q15757902">w</a></sup> and Contemporary Verse at the age of fifteen. His first book, Five Poems, was published when he was eighteen, and his next, The Carnal and the Crane, established him as an important poet at age 21, when most poets are still cutting their poetic teeth. Since then, his career, like his poetry, has been international, rather than national. After becoming a college dropout, he traveled widely in Europe <sup><a href="https://www.wikidata.org/wiki/Q46">w</a></sup> and then in the United States <sup><a href="https://www.wikidata.org/wiki/Q30">w</a></sup>, producing, en route, four other books, The Devil's Picture Book and The Wooden Horse, both of which are poetry, The Prince of Darkness, a novel, and a travel book called Polish Subtitles.  He is currently awaiting the publication of his next book of poetry, to be called Minutes, while teaching in the English department at the University of Chicago <sup><a href="https://www.wikidata.org/wiki/Q131252">w</a></sup>. He says that his plans for the future are vague, but he assures me that they include the evasion of Toronto <sup><a href="https://www.wikidata.org/wiki/Q172">w</a></sup>. Ladies and gentlemen, Daryl Hine.
Audience	00:02:03	Applause.
Daryl Hine	00:02:11	I thought I'd begin by reading some poems that I wrote when I lived in Montreal...if I can find some fuel. Poems that are in my second book, which I tend to think of as my first book, The Carnal and the Crane. I'll read the third and fourth of four fabulary satires.
Daryl Hine	00:02:48	Reads “Four Fabulary Satires” part III from The Carnal and the Crane.
Daryl Hine	00:04:51	And the fourth satire.
Daryl Hine	00:04:53	Reads “Four Fabulary Satires” part IV from The Carnal and the Crane.
Daryl Hine	00:06:56	The other poem that I'll read from The Carnal and the Crane is a one-sided dialogue called "A Bewilderment at the Entrance of the Fat Boy into Eden". It's in four fairly distinct parts. They're more distinct than the ordinary stanzas in a poem.
Daryl Hine	00:07:35	Reads "A Bewilderment at the Entrance of the Fat Boy into Eden" from The Carnal and the Crane.
Daryl Hine	00:10:52	A number of the poems in my next book, The Devil's Picture Book, were also written in Montreal, although the book was published about two years after I left Montreal and went to Europe. I'm going to read one of the longest poems in this book, which is called "The Double-Goer".
Daryl Hine	00:11:41	Reads "The Double-Goer" from The Devil’s Picture Book.
Daryl Hine	00:16:31	Immediately following that poem in The Devil's Picture Book, which I feel is very accurately titled, immediately after that poem is another much shorter, and...perhaps not really simpler poem on the same subject, the subject which seemed to preoccupy me a great deal at the time and I'm glad to say no longer does. This poem is a villanelle, and it's called "The Black Swan".
Daryl Hine	00:17:12	Reads "The Black Swan" from The Devil’s Picture Book.
Daryl Hine	00:18:38	There's a...poem in The Wooden Horse that deals also, perhaps, I think, with the same subject, but in a different way, and at a different stage. It's called "The Ouija Board".  It may be that some of you don't know what an ouija board is, in any case, this one wasn't a real ouija board. We made it up using a teacup, an inverted, as I remember, cracked, willow-patterned teacup, on a round circular table top. Four of us operated this by placing a single finger each on the teacup, and we cut out letters of the alphabet and placed them around the table. I did this in company with a friend of mine who's done it for many years, and has developed such perfect communication with the other side that instead of getting the usual scrambled answers that people get in these attempted communications, he gets extremely long, involved, and very literate answers, rather in the style of his own prose writing....[audience laughter] which all purport, or most of them purport to come from a Greek or Roman character called, in this poem Io, he's actually called Ephraim, although perhaps I shouldn't mention it. Anyway, this is about a session with the teacup.
Daryl Hine	00:20:15	Reads “The Ouija Board” from The Wooden Horse. 
Daryl Hine	00:21:54	Perhaps as an alternative to all of this tinkering with the other side, I'll read a poem that is, most of it, very much about this side, called "Bluebeard's Wife".
Daryl Hine	00:22:21	Reads "Bluebeard's Wife" from The Wooden Horse.
Daryl Hine	00:25:46	The last poem I'll read from The Wooden Horse is the last poem in The Wooden Horse, and I beg your indulgence, as it's a trifle long. It's called "The Wave".
Daryl Hine	00:26:17	Reads "The Wave” from The Wooden Horse.
Daryl Hine	00:31:01	Four years ago I came back to Montreal on my first visit since I left rather quietly in 1958, and spent the next year after this return visit, which was very pleasant, although very brief, struggling with a poem which I think perhaps is still not quite finished, but I think will go either in this form or some other form into the next book. It's a poem, of course, about the impossibility of writing an autobiographical poem. And it's called "The Apology".
Daryl Hine	00:31:56	Reads "The Apology" [published later in Minutes]. 
Daryl Hine	00:35:53	Well, I've returned to other places than Montreal [audience laughter], and two summers ago I went back just for the summer to Paris <sup><a href="https://www.wikidata.org/wiki/Q90">w</a></sup>, where I lived for something more than, between three and four years, and I didn't like it very much. And these are two poems from a series that I wrote about not liking it. This one is called "The Marché aux Puces and the Jardin des Plantes"- the Marché aux Puces is of course the flea market, and the Jardin des Plantes is the botanical and zoological gardens, where I spent, in one place or other I spent most of my afternoons, that rather boring summer in Paris. Having the habit of working in the morning.
Daryl Hine	00:36:53	Reads "The Marché aux Puces and the Jardin des Plantes" [published later in Minutes; audience laughter throughout]. 
