Audience	00:00:05	Applause.
Michael McClure	00:00:29	That was [unintelligible]. Star is a four letter word, s-t-a-r. Now, in case I read, I--is this on right? In case I read something here tonight with a four letter word in it, which I'm liable to cause I might start off be reading part of The Beard, um, [unintelligible] if anyone would be offended, it would be a good thing if they got their money back, right now. It's their right to do so.
Audience	00:01:07	Applause.
Michael McClure	00:01:22	The Beard is a poem of mine in the form of a play that's just been arrested fifteen nights in a row by Los Angeles <sup><a href="https://www.wikidata.org/wiki/Q65">w</a></sup> police and a state law has been passed against it being performed in the state colleges in California <sup><a href="https://www.wikidata.org/wiki/Q99">w</a></sup>. These are the trials and tribulations. And right now we're waiting for a panel of three federal judges to come and see it and decide if it has redeeming special significance. [Audience laughter]. And if they don't think it is, we'll take it to the Supreme Court <sup><a href="https://www.wikidata.org/wiki/Q11201">w</a></sup> and see what they think. And, the play has two characters in it, Billy the Kid <sup><a href="https://www.wikidata.org/wiki/Q44200">w</a></sup> and Jean Harlow <sup><a href="https://www.wikidata.org/wiki/Q105719">w</a></sup>. And they're together in a blue velvet eternity, they both are wearing little beards made out of torn white tissue paper. They're--they only thing on the set with them is a table and two chairs covered with furs and Harlow is wearing a blue gown and she has a purse with her and a mirror and the Kid is dressed in a costume appropriate to his costume--I mean appropriate to his career. And when the curtain opens, there's an orange light shining on him which goes up after the first, about the first thirty seconds. And being that this is a poem in the form of a play, I can only read it, I can't read it properly, I can't be two people, I can't be Billy the Kid and Jean Harlow I can only be the author so I'll have to read it that way where it's actually meant to be a poem and acted by me on a stage, on a shelf with lights. We have a shelf with lights, but that's the best I can do.
Michael McClure	00:03:41	Reads selection from The Beard.
Audience	00:10:29	Applause.
Michael McClure	00:11:02	Um, I'm going to read two more tonight. I want to read for a while and then have an intermission and then I'd like to come back on and play some musical pieces that my music guru George Montana has been working on with me and we've been writing some songs together, but I'd like to read poems for maybe half an hour or so first. I want to read some poems called "Mad Sonnets" and I imagine a lot of you know what sons are, what known as sons are, fourteen lines with a legitimate rhyme scheme, and these are not quite exactly like that...Does this microphone sound right? If I stand right here is that okay so that I don't have to lean into it?
Michael McClure	00:12:25	Reads "Mad Sonnet" [from Star].
Michael McClure	00:14:08	Another "Mad Sonnet", kind of ecological.
Michael McClure	00:14:23	Reads ["Mad Sonnet 3" from Star].
Michael McClure	00:16:03	Here's a--I live in San Francisco <sup><a href="https://www.wikidata.org/wiki/Q62">w</a></sup>, but here's a "Mad Sonnet" that I started in New York <sup><a href="https://www.wikidata.org/wiki/Q60">w</a></sup>, I went to Wall Street <sup><a href="https://www.wikidata.org/wiki/Q11690">w</a></sup> on a Saturday morning, I guess you can imagine what it's like during the weekdays, it's a narrow street, buildings stretching up like cliffs on each side of them and on Saturday morning it's cold and empty and you can feel the crush and vibrations from the previous part of the week.
Michael McClure	00:16:32	Reads [“Mad Sonnet 13” from Star, published later as “Cold Saturday Mad Sonnet” in Selected Poems].
Michael McClure	00:17:58	I never thought of those signs--they told me I can't smoke up here. It's my life. I'll do what I want, [unintelligible]. [Audience laughter]. The work--I think-are we all, I think I'm waiting for, this technology with which we live in, which is wonderful enough in it's own way, is also costly and [unintelligible], eating up the planet, and I think I'm waiting for an all-chemical science, by means in which we can manifest ourselves through the universe and I guess we'll have to tinker toys like rocket ships and space ships to begin it, but I don't think that's how we'll really do it. And it's become kind of tradition to write songs to science, so I guess I had to do one too.
Michael McClure	00:19:20	Reads [“Mad Sonnet 5” from Star].
Michael McClure	00:20:48	I've got a book of poems in a language I call Beast Language, they're about half in English and half in this invented language. The book is called Ghost Tantras, ghost like the German word "gist", g-i-s-t, which means spirit, and I just said "ghost". Why can't ghost be a spirit, why can't we use that in English? And tantra, t-a-n-t-r-a, which is a Hindu form of poetry, it's poetry written in an invented language for magical purposes to bring about changes in the universe. I felt these poems, I felt these poems coming on, and I felt like I had a ball of silence within myself, within my body and I heard these sounds within that ball of silence, and I wrote them down phonetically, so kind of like Marvel comics <sup><a href="https://www.wikidata.org/wiki/Q173496">w</a></sup>, you know where it says "keee" or "rash", k-e-e-e, or r-a-s-h. And I see later that things like this have been done in gnostic Bizantine chants too, which also, is like Marvel comics. "Ka-pow". And some of them were written in San Francisco, some of them were written in airplanes, on the way to Mexico <sup><a href="https://www.wikidata.org/wiki/Q96">w</a></sup>. I was going to Mexico to bring back cultures of [unintelligible] Mexicana, the sacred [salsavie (?)] mushroom which were grown by scientists in Brooklyn <sup><a href="https://www.wikidata.org/wiki/Q18419">w</a></sup>. And, then upon my return I finished from there. I finished these "Mad Sonnets", there are 99 of them and I don't think you've probably heard anything like them before, and I guess all you can do is just relax. I like to start with one that starts with English because it's not so strange, they're about a third English or half English maybe.
Michael McClure	00:23:15	Begins to perform unnamed sound poem.
Michael McClure	00:23:19	No, that's not it...Where'd George go? George? [Audience laughter].
Michael McClure	00:24:00	Performs “Ghost Tantra #51” [published later in Ghost Tantras].
